#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2018 08 17 09 50 240  4.0  5.0   0.7     8   4.4 173 1018.8  25.1  24.8  24.0   MM -0.0    MM
2018 08 17 08 50 240  5.0  5.0   0.7     6   4.4 172 1018.5  25.2  24.8  23.9   MM +0.0    MM
2018 08 17 07 50 250  5.0  5.0   0.7     7   4.4 134 1018.6  25.2  24.9  23.8   MM -0.3    MM
2018 08 17 06 50 250  5.0  6.0   0.7     9   4.7 149 1018.7  25.4  24.9  23.8   MM +0.0    MM
2018 08 17 05 50 250  5.0  6.0   0.7     8   4.9 151 1018.7  25.4  24.9  23.8   MM +0.0    MM
2018 08 17 04 50 240  5.0  5.0   0.7     8   4.7 146 1018.9  25.4  24.9  23.8   MM +0.0    MM
2018 08 17 03 50 240  4.0  5.0   0.7     7   4.8 158 1018.8  25.4  24.9  23.5   MM +0.3    MM
2018 08 17 02 50 240  4.0  5.0   0.7     8   4.5 172 1018.7  25.3  24.9  23.7   MM +0.7    MM
2018 08 17 01 50 240  5.0  6.0   0.8     6   4.7 172 1018.7  25.5  24.9  23.7   MM +1.1    MM
2018 08 17 00 50 240  5.0  6.0   0.8     5   4.7 172 1018.5  25.5  24.9  23.5   MM +1.0    MM
2018 08 16 23 50 240  4.0  5.0   0.8     6   4.8 183 1018.0  25.6  25.0  23.3   MM +0.7    MM
2018 08 16 22 50 260  4.0  5.0   0.7     6   4.7 193 1017.6  25.8  25.0  22.9   MM +0.3    MM
2018 08 16 21 50 260  5.0  6.0   0.7     6   4.6 164 1017.5  25.9  25.1  22.9   MM +0.0    MM
2018 08 16 20 50 260  5.0  6.0   0.7     6   4.6 170 1017.3  25.9  25.2  22.8   MM +0.0    MM
2018 08 16 19 50 250  5.0  6.0   0.7     6   4.7 183 1017.3  25.9  25.3  22.9   MM +0.0    MM
2018 08 16 18 50 250  5.0  6.0   0.7     6   4.9 172 1017.3  25.7  25.3  23.2   MM +0.0    MM
2018 08 16 17 50 250  5.0  6.0   0.7     6   5.0 175 1017.4  25.5  25.2  23.3   MM +0.0    MM
2018 08 16 16 50 240  5.0  6.0   0.7     7   5.1 145 1017.4  25.2  25.1  23.2   MM +0.0    MM
2018 08 16 15 50 240  5.0  5.0   0.7     7   5.1 159 1017.4  24.9  25.0  23.0   MM +0.4    MM
2018 08 16 14 50 250  4.0  4.0   0.7     7   4.8 156 1017.5  24.8  24.8  22.9   MM +0.7    MM
2018 08 16 13 50 240  3.0  4.0   0.8     8   5.1 187 1017.4  24.8  24.6  23.0   MM +1.1    MM
2018 08 16 12 50 250  3.0  3.0   0.8     6   5.0 172 1017.0  24.7  24.4  23.1   MM +1.0    MM
2018 08 16 11 50 250  2.0  3.0   0.8     7   5.0 160 1016.8  24.6  24.3  22.8   MM +1.3    MM
2018 08 16 10 50 260  3.0  3.0   1.0     7   5.3 170 1016.3  24.5  24.3  22.9   MM +1.2    MM
2018 08 16 09 50 270  4.0  5.0   0.9     7   4.9 177 1016.0  24.4  24.3  22.9   MM +1.4    MM
2018 08 16 08 50 270  4.0  5.0   0.9     6   4.8 186 1015.5  24.4  24.3  23.1   MM +0.9    MM
2018 08 16 07 50 270  5.0  6.0   0.9     7   4.5 166 1015.1  24.7  24.5  23.2   MM +0.4    MM
2018 08 16 06 50 250  6.0  7.0   1.0     6   4.7 179 1014.6  25.2  24.6  23.0   MM +0.0    MM
2018 08 16 05 50 250  7.0  8.0   0.9     6   4.7 171 1014.6  25.7  24.6  22.9   MM -0.0    MM
2018 08 16 04 50 240  6.0  7.0   0.9     6   4.6 183 1014.7  25.6  24.7  22.8   MM -0.0    MM
2018 08 16 03 50 250  6.0  7.0   0.9     7   4.8 157 1014.4  25.7  24.7  22.7   MM +0.4    MM
2018 08 16 02 50 240  6.0  7.0   0.9     6   4.5 201 1014.7  25.5  24.8  23.2   MM +1.7    MM
2018 08 16 01 50 240  6.0  6.0   0.8     6   4.4 197 1014.6  25.6  24.8  23.0   MM +2.0    MM
2018 08 16 00 50 250  7.0  7.0   1.0     6   4.5 196 1014.0  25.8  24.8  22.9   MM +1.6    MM
2018 08 15 23 50 240  8.0  9.0   1.1     6   4.5 194 1013.0  25.7  24.9  23.0   MM +0.7    MM
2018 08 15 22 50 250  8.0  9.0   1.1     6   4.6 191 1012.6  26.0  25.0  22.7   MM +0.3    MM
2018 08 15 21 50 250  8.0  9.0   1.1     6   4.7 189 1012.4  26.1  25.0  22.6   MM +0.0    MM
2018 08 15 20 50 250  7.0  9.0   1.1     6   4.5 195 1012.3  25.5  25.0  22.8   MM +0.0    MM
2018 08 15 19 50 250  7.0  9.0   1.2     6   4.7 191 1012.3  24.9  25.0  22.8   MM +0.0    MM
2018 08 15 18 50 250  7.0  8.0   1.3     6   4.7 182 1012.5  25.0  24.9  21.8   MM +0.6    MM
2018 08 15 17 50 260  8.0  9.0   1.4     7   5.0 189 1012.5  24.5  24.9  21.6   MM +0.7    MM
2018 08 15 16 50 260  7.0  8.0   1.3     7   5.1 187 1012.3  23.9  24.8  21.5   MM +0.7    MM
2018 08 15 15 50 250  7.0  9.0   1.4     7   5.2 189 1011.9  23.3  24.8  20.8   MM +0.7    MM
2018 08 15 14 50 270  6.0  7.0   1.4     7   5.3 169 1011.8  23.1  24.7  20.8   MM +0.8    MM
2018 08 15 13 50 270  7.0  8.0   1.4     6   5.3 176 1011.6  22.7  24.6  20.7   MM +1.0    MM
2018 08 15 12 50 280  6.0  6.0   1.4     7   5.2 178 1011.2  22.9  24.6  20.8   MM +1.0    MM
2018 08 15 11 50 270  8.0  9.0   1.4     7   5.3 178 1011.0  22.9  24.5  20.4   MM +1.0    MM
2018 08 15 10 50 260  6.0  8.0   1.3     7   5.2 178 1010.6  23.0  24.6  20.8   MM +0.5    MM
2018 08 15 09 50 260  7.0  9.0   1.2     7   5.0 176 1010.2  23.1  24.6  20.8   MM -0.4    MM
2018 08 15 08 50 250  8.0 10.0   1.3     7   5.2 172 1010.0  23.4  24.6  21.2   MM -0.9    MM
2018 08 15 07 50 240  7.0  8.0   1.3     7   5.3 179 1010.1  24.3  24.6  21.8   MM -0.8    MM
2018 08 15 06 50 240  6.0  7.0   1.2     7   4.9 173 1010.6  24.2  24.6  21.0   MM -0.4    MM
2018 08 15 05 50 250  7.0  8.0   1.4     7   4.8 158 1010.9  24.1  24.6  20.9   MM +0.0    MM
2018 08 15 04 50 250  9.0 10.0   1.4     6   4.9 187 1010.9  24.3  24.6  20.5   MM -0.3    MM
2018 08 15 03 50 240  8.0 10.0   1.4     6   5.0 190 1011.0  24.4  24.7  21.5   MM +0.0    MM
2018 08 15 02 50 230  8.0  9.0   1.4     6   4.7 172 1010.9  24.3  24.8  20.8   MM +0.0    MM
2018 08 15 01 50 230  8.0  9.0   1.4     6   4.8 182 1011.2  23.5  24.9  21.8   MM +0.5    MM
2018 08 15 00 50 240  8.0 10.0   1.3     6   4.6 181 1011.0  24.3  25.0  20.9   MM -0.0    MM
2018 08 14 23 50 220  8.0  9.0   1.2     6   4.7 187 1011.1  25.0  25.1  22.0   MM -0.0    MM
2018 08 14 22 50 220  8.0  9.0   1.1     7   4.7 191 1010.7  25.2  25.2  22.1   MM -0.7    MM
2018 08 14 21 50 220  7.0  8.0   1.1     7   4.7 191 1011.2  25.3  25.2  21.9   MM -0.6    MM
2018 08 14 20 50 220  7.0  8.0   1.1     7   4.9 166 1010.9  25.2  25.1  21.7   MM -1.4    MM
2018 08 14 19 50 230  6.0  7.0   1.1     7   5.4 175 1011.4  25.0  25.1  22.2   MM -0.9    MM
2018 08 14 18 50 200  4.0  5.0   1.0     6   5.4 187 1011.8  24.7  24.9  22.2   MM -1.0    MM
2018 08 14 17 50 150  3.0  4.0   1.1     7   5.2 182 1012.3  23.1  24.6  19.9   MM -0.5    MM
2018 08 14 16 50 190  4.0  5.0   1.2     7   5.4 177 1012.3  25.2  24.6  23.0   MM +0.0    MM
2018 08 14 15 50 210  4.0  4.0   1.1     7   5.2 169 1012.8  25.0  24.3  22.7   MM +0.3    MM
2018 08 14 14 50 210  4.0  5.0   1.1     7   5.1 176 1012.8  24.9  24.1  22.9   MM -0.0    MM
2018 08 14 13 50 200  3.0  4.0   1.1     7   5.1 171 1012.3  24.6  24.1  22.4   MM -0.4    MM
2018 08 14 12 50 210  4.0  5.0   1.1     7   5.2 189 1012.5  24.6  24.0  23.0   MM +0.0    MM
2018 08 14 11 50 190  5.0  6.0   1.0     7   5.1 191 1012.7  25.0  24.1  23.7   MM +0.3    MM
2018 08 14 10 50 190  4.0  5.0   1.0     7   5.3 187 1012.7  24.9  24.3  23.6   MM +0.3    MM
2018 08 14 09 50 200  4.0  4.0   0.9     6   5.0 172 1012.6  24.8  24.3  23.6   MM +0.0    MM
2018 08 14 08 50 190  3.0  3.0   1.0     5   4.9 173 1012.4  24.6  24.3  23.8   MM -0.5    MM
2018 08 14 07 50 200  3.0  4.0   1.0     7   5.0 143 1012.4  24.7  24.3  23.7   MM -0.9    MM
2018 08 14 06 50 180  1.0  2.0   1.0     7   4.8 151 1012.6  24.6  24.3  23.6   MM -0.8    MM
2018 08 14 05 50 210  3.0  3.0   1.0     6   4.8 166 1012.9  24.8  24.2  23.6   MM -0.5    MM
2018 08 14 04 50 220  3.0  3.0   1.0     7   5.0 165 1013.3  24.7  24.2  23.8   MM +0.0    MM
2018 08 14 03 50 210  3.0  3.0   1.0     7   5.0 180 1013.4  24.5  24.1  23.6   MM +0.4    MM
2018 08 14 02 50 210  3.0  4.0   1.1     7   5.0 167 1013.4  24.8  24.1  23.5   MM +0.7    MM
2018 08 14 01 50 170  4.0  5.0   1.1     7   5.1 177 1013.3  24.9  24.1  23.9   MM +0.8    MM
2018 08 14 00 50 190  3.0  4.0   1.1     7   4.8 165 1013.0  24.8  24.0  23.7   MM +0.3    MM
2018 08 13 23 50 170  4.0  5.0   0.9     5   4.5  91 1012.7  24.8  24.0  24.0   MM -0.4    MM
2018 08 13 22 50 170  4.0  5.0   0.9     5   4.4  85 1012.5  24.7  24.0  23.7   MM -0.7    MM
2018 08 13 21 50 170  5.0  6.0   0.9     5   4.2  83 1012.7  24.5  24.0  23.2   MM -1.0    MM
2018 08 13 20 50 180  5.0  6.0   0.9     5   4.4  68 1013.1  24.6  24.1  22.6   MM -1.1    MM
2018 08 13 19 50 160  4.0  5.0   0.9     5   4.3  49 1013.2  24.7  24.1  24.0   MM -1.5    MM
2018 08 13 18 50 130  6.0  7.0   0.9     5   4.2  61 1013.7  24.6  24.1  23.9   MM -1.3    MM
2018 08 13 17 50 120  5.0  6.0   0.9     5   4.1  64 1014.2  24.7  24.1  23.8   MM -1.2    MM
2018 08 13 16 50 120  6.0  7.0   1.0     5   4.1  59 1014.7  24.8  24.2  23.9   MM -0.9    MM
2018 08 13 15 50 100  6.0  7.0   1.1     5   4.1  71 1015.0  25.0  24.3  23.7   MM -0.7    MM
2018 08 13 14 50  80  7.0  8.0   1.1     5   4.1  78 1015.4  24.6  24.3  23.7   MM -0.7    MM
2018 08 13 13 50  70  8.0 10.0   1.2     5   4.2  77 1015.6  24.0  24.3  23.6   MM -0.5    MM
2018 08 13 12 50  60  9.0 10.0   1.2     5   4.0  81 1015.7  23.6  24.4  23.1   MM -0.3    MM
2018 08 13 11 50  50  8.0  9.0   1.1     4   3.9  72 1016.1  23.6  24.6  23.2   MM -0.0    MM
2018 08 13 10 50  50  9.0 11.0   1.1     4   3.9  63 1016.1  23.9  24.8  23.3   MM -0.4    MM
2018 08 13 09 50  10 10.0 12.0   1.0     4   3.8  51 1016.0  23.3  25.0  23.3   MM -0.6    MM
2018 08 13 08 50  30  9.0 10.0   1.0     4   3.6  54 1016.3  23.9  25.1  23.2   MM -0.9    MM
2018 08 13 07 50  50  8.0  9.0   0.9     6   3.6 181 1016.5  24.2  25.1  23.3   MM -1.4    MM
2018 08 13 06 50  20  8.0 10.0   0.8     6   3.6 177 1016.6  23.7  25.2  23.3   MM -1.3    MM
2018 08 13 05 50  10  7.0  8.0   0.8     6   3.6 176 1017.2  23.6  25.2  23.1   MM -0.5    MM
2018 08 13 04 50  40  5.0  6.0   0.6     5   4.2 168 1017.9  24.8  25.2  23.7   MM -0.0    MM
2018 08 13 03 50  70  4.0  4.0   0.6     5   4.4 199 1017.9  25.2  25.2  23.4   MM +0.5    MM
2018 08 13 02 50 100  3.0  3.0   0.6     5   4.5 165 1017.7  25.1  25.2  23.1   MM +0.5    MM
2018 08 13 01 50  50  3.0  4.0   0.6     5   4.4 179 1018.0  25.1  25.2  23.2   MM +1.0    MM
2018 08 13 00 50 100  3.0  3.0   0.6     5   4.4 191 1017.4  25.0  25.2  22.9   MM +0.6    MM
2018 08 12 23 50  90  3.0  4.0   0.6     5   4.2 186 1017.2  25.0  25.2  23.1   MM +0.3    MM
2018 08 12 22 50 110  3.0  3.0   0.6     5   4.2 192 1017.0  25.3  25.4  22.8   MM +0.0    MM
2018 08 12 21 50 120  4.0  4.0   0.7     5   4.3 180 1016.8  25.2  25.5  22.9   MM +0.0    MM
2018 08 12 20 50 120  4.0  5.0   0.6     5   4.4 199 1016.9  25.1  25.5  22.9   MM -0.5    MM
2018 08 12 19 50 130  4.0  4.0   0.6     5   4.4 207 1017.0  25.1  25.5  22.5   MM -0.7    MM
2018 08 12 18 50 130  5.0  6.0   0.6     6   4.5 215 1017.0  25.0  25.5  22.9   MM -0.5    MM
2018 08 12 17 50 140  4.0  5.0   0.7     5   4.8 209 1017.4  24.9  25.4  23.0   MM +0.0    MM
2018 08 12 16 50 140  4.0  5.0   0.7     5   4.6 202 1017.7  24.8  25.3  23.3   MM +0.6    MM
2018 08 12 15 50 100  3.0  3.0   0.7     5   4.4 209 1017.5  24.8  25.1  22.4   MM +0.8    MM
2018 08 12 14 50  90  3.0  4.0   0.6     4   4.3 187 1017.6  24.4  24.7  22.8   MM +1.3    MM
2018 08 12 13 50  60  3.0  4.0   0.6     5   4.4 202 1017.1  24.0  24.6  22.5   MM +0.8    MM
2018 08 12 12 50 110  3.0  3.0   0.6     4   4.3 192 1016.7  24.1  24.5  22.9   MM +0.9    MM
2018 08 12 11 50 100  2.0  3.0   0.7     4   4.1 147 1016.3  24.0  24.4  23.0   MM +0.6    MM
2018 08 12 10 50 150  2.0  2.0   0.7     4   4.1 154 1016.3  24.1  24.3  22.7   MM +1.0    MM
2018 08 12 09 50 120  1.0  2.0   0.8     5   4.3 181 1015.8  24.2  24.2  23.0   MM -0.0    MM
2018 08 12 08 50 110  1.0  1.0   0.7     5   4.2 168 1015.7  24.2  24.0  23.1   MM -0.4    MM
2018 08 12 07 50 150  2.0  2.0   0.7     4   4.2 170 1015.3  24.3  23.7  22.9   MM -0.6    MM
2018 08 12 06 50 180  3.0  3.0   0.7     5   4.1 199 1015.7  24.4  23.7  22.7   MM +0.0    MM
2018 08 12 05 50 200  3.0  3.0   0.7     4   4.0 189 1016.1  24.5  23.8  22.7   MM +0.6    MM
2018 08 12 04 50 180  3.0  3.0   0.8     4   4.0 199 1015.9  24.3  24.0  22.8   MM +0.6    MM
2018 08 12 03 50 180  5.0  6.0   0.8     4   3.9 197 1015.6  24.5  24.1  21.7   MM +0.4    MM
2018 08 12 02 50 180  5.0  5.0   0.7     4   3.9 195 1015.5  24.3  24.3  22.1   MM +0.6    MM
2018 08 12 01 50 180  6.0  7.0   0.6     4   3.9 182 1015.3  24.3  24.3  21.5   MM +0.6    MM
2018 08 12 00 50 180  5.0  6.0   0.6    12   4.0 162 1015.2  24.2  24.4  21.9   MM +0.5    MM
2018 08 11 23 50 180  6.0  7.0   0.6    12   3.8 178 1014.9  24.0  24.4  21.9   MM +0.0    MM
2018 08 11 22 50 180  7.0  8.0   0.6    12   3.9 166 1014.7  24.2  24.5  22.1   MM +0.0    MM
2018 08 11 21 50 170  5.0  6.0   0.5     4   3.8 190 1014.7  24.1  24.4  21.7   MM -0.7    MM
2018 08 11 20 50 170  4.0  5.0   0.5    12   4.1 199 1014.7  23.7  24.4  21.2   MM -0.9    MM
2018 08 11 19 50 150  5.0  5.0   0.6     4   4.2 192 1014.8  23.8  24.6  21.7   MM -1.3    MM
2018 08 11 18 50 160  2.0  3.0   0.6    12   4.2 160 1015.4  23.3  24.2  22.0   MM -0.7    MM
2018 08 11 17 50  50  3.0  5.0   0.6    13   4.4 149 1015.6  23.2  24.3  22.0   MM +0.0    MM
2018 08 11 16 50 210  2.0  2.0   0.6     4   4.2 234 1016.1  23.4  24.4  21.0   MM +1.4    MM
2018 08 11 15 50 110  2.0  2.0   0.6     6   4.2 158 1016.1  23.6  24.3  22.4   MM +1.2    MM
2018 08 11 14 50 170  2.0  3.0   0.6    13   4.3 153 1015.5  23.7  24.2  21.4   MM +0.7    MM
2018 08 11 13 50 170  4.0  4.0   0.5    12   4.3 216 1014.7  23.2  24.1  21.8   MM +0.6    MM
2018 08 11 12 50 120  4.0  4.0   0.5    12   4.3 113 1014.9  22.5  24.0  21.6   MM +1.2    MM
2018 08 11 11 50 290  6.0  9.0   0.5     6   4.3 216 1014.8  21.9  24.2  21.1   MM +1.7    MM
2018 08 11 10 50 170  4.0  5.0   0.5    12   4.4 155 1014.1  24.9  24.3  23.4   MM +0.5    MM
2018 08 11 09 50 170  3.0  4.0   0.4     8   4.6 143 1013.7  25.0  24.5  23.5   MM -0.3    MM
2018 08 11 08 50 180  3.0  4.0   0.5    12   4.5  19 1013.1  24.9  24.7  23.6   MM -0.8    MM
2018 08 11 07 50 150  2.0  2.0   0.5    12   4.6 167 1013.6  25.0  24.6  23.4   MM +0.0    MM
2018 08 11 06 50  60  1.0  2.0   0.5     5   4.6 183 1014.0  24.5  24.0  23.1   MM +0.0    MM
2018 08 11 05 50  20  1.0  2.0   0.5     6   4.5 163 1013.9  24.6  24.4  23.4   MM +0.3    MM
2018 08 11 04 50 200  2.0  2.0   0.5    13   4.6 146 1013.8  24.8  24.2  23.1   MM +0.5    MM
2018 08 11 03 50 210  2.0  2.0   0.5     5   4.9 188 1013.8  24.9  24.0  23.0   MM +1.1    MM
2018 08 11 02 50 230  2.0  3.0   0.5     9   5.2 130 1013.6  25.0  23.8  22.9   MM +1.5    MM
2018 08 11 00 50 240  3.0  3.0   0.5     5   5.3 198 1012.7  25.1  24.4  22.6   MM +0.8    MM
2018 08 10 23 50 220  2.0  3.0   0.5    13   5.2 130 1012.1  25.2  24.7  22.1   MM -0.0    MM
2018 08 10 22 50 220  3.0  3.0   0.5    13   5.2  88 1011.8  25.3  24.7  22.5   MM -0.4    MM
2018 08 10 21 50 220  3.0  3.0   0.5    12   5.2  62 1011.9  25.6  24.6  21.9   MM -0.4    MM
2018 08 10 20 50 230  3.0  4.0   0.5    13   4.8 243 1012.1  25.5  24.1  21.3   MM +0.0    MM
2018 08 10 19 50 230  3.0  4.0   0.5    13   5.1  86 1012.2  25.2  23.7  21.6   MM -0.4    MM
2018 08 10 18 50 240  3.0  3.0   0.5    13   5.0 127 1012.3  25.1  23.8  21.8   MM +0.0    MM
2018 08 10 17 50 270  2.0  2.0   0.5    13   4.9 147 1012.3  25.0  23.6  21.5   MM +0.0    MM
2018 08 10 16 50 290  3.0  3.0   0.5     6   4.9 169 1012.6  24.6  23.3  21.2   MM +0.6    MM
2018 08 10 15 50 300  3.0  3.0   0.6    13   4.8  90 1012.5  24.1  23.3  21.4   MM +0.9    MM
2018 08 10 14 50 290  4.0  5.0   0.6    13   4.4  93 1012.4  24.1  23.2  20.9   MM +1.2    MM
2018 08 10 13 50 290  5.0  6.0   0.6    13   4.3 101 1012.0  23.9  23.2  20.7   MM +1.1    MM
2018 08 10 12 50 290  6.0  7.0   0.5     6   5.0 170 1011.6  24.0  23.2  20.1   MM +1.0    MM
2018 08 10 11 50 290  3.0  4.0   0.6    14   5.1 110 1011.2  23.6  23.2  19.9   MM +0.9    MM
2018 08 10 10 50 300  4.0  5.0   0.5    13   4.6 102 1010.9  23.5  22.9  19.4   MM +0.5    MM
2018 08 10 09 50 310  5.0  6.0   0.6     6   4.4 179 1010.6  23.7  23.0  19.3   MM +0.3    MM
2018 08 10 08 50 310  5.0  6.0   0.6    13   4.4 116 1010.3  23.9  22.8  19.4   MM +0.0    MM
2018 08 10 07 50 310  5.0  5.0   0.6     6   4.6 176 1010.4  24.0  23.0  19.6   MM +0.0    MM
2018 08 10 06 50 310  5.0  5.0   0.6     6   5.1 171 1010.3  24.0  22.9  20.3   MM +0.0    MM
2018 08 10 05 50 320  5.0  5.0   0.6     6   5.2 193 1010.1  24.2  23.0  20.4   MM +0.0    MM
2018 08 10 04 50 320  4.0  4.0   0.7     6   5.0 182 1010.3  24.6  23.4  22.0   MM +0.7    MM
2018 08 10 03 50 300  4.0  4.0   0.7     6   4.7 186 1010.3  25.3  23.6  23.7   MM +1.2    MM
2018 08 10 02 50 260  4.0  5.0   0.7     6   4.4 198 1010.2  25.8  23.8  24.5   MM +1.4    MM
2018 08 10 01 50 240  4.0  5.0   0.7     6   4.5 191 1009.6  25.9  23.8  24.4   MM +1.6    MM
2018 08 10 00 50 270  3.0  3.0   0.8     5   4.4 176 1009.1  26.0  23.7  23.9   MM +1.4    MM
